,datetime_event_began,NERC_region,area_affected,event_type,demand_loss_(MW),number_of_customers_affected,datetime_of_restoration
0,2002-01-30 06:00:00+00:00,SPP,Oklahoma,Ice Storm,500.0,1881134,2002-02-07 12:00:00
1,2002-01-29 20:00:00+00:00,SPP,Metropolitan Kansas City Area,Ice Storm,500.0,270000,
2,2002-01-30 16:00:00+00:00,SPP,Missouri,Ice Storm,210.0,95000,2002-02-10 21:00:00
3,2002-02-27 10:48:00+00:00,WSCC,California,Interruption of Firm Load,300.0,255000,2002-02-27 11:35:00
4,2002-03-09 00:00:00+00:00,ECAR,Lower Peninsula of Michigan,Severe Weather,190.0,190000,2002-03-11 12:00:00
5,2002-04-08 15:00:00+00:00,WSCC,Arizona,Vandalism/,0.0,0,2002-04-09 00:00:00
6,2002-07-09 12:27:00+00:00,WSCC,California,Interruption of Firm Power,240.0,0,2002-07-09 19:54:00
7,2002-07-19 11:51:00+00:00,WSCC,California,Interruption of Firm Power (Unit Tripped),240.0,0,2002-07-19 16:30:00
8,2002-07-20 12:40:00+00:00,NPCC,New York,Fire,278.0,63500,2002-07-20 20:12:00
9,2002-08-02 12:43:00+00:00,MAIN,Illinois,Interruption of Firm Power,232.0,53565,2002-08-02 18:36:00
10,2002-08-09 08:23:00+00:00,SERC,Florida,Interruption of Firm Power,51.0,25000,2002-08-09 12:13:00
11,2002-08-25 03:41:00+00:00,WSCC,California,Interruption of Firm Power,120.0,0,2002-08-25 09:17:00
12,2002-08-28 14:09:00+00:00,SERC,Florida,Severe Weather,67.0,25000,2002-08-28 15:38:00
13,2002-10-03 03:33:00+00:00,SPP,Coastal Areas of Southern Louisiana,Hurricane Lily,0.0,242910,2002-10-12 00:00:00
14,2002-11-06 22:00:00+00:00,WSCC,Northern and Central California,Winter Storm,270.0,939000,Noon November 10
15,2002-11-17 15:48:00+00:00,NPCC,"Northport, NY",Cable Tripped,0.0,0,Unknown
16,2002-11-17 06:00:00+00:00,NPCC,Northwest and North Central Connecticut,Ice Storm,0.0,224912,2002-11-21 08:00:00
17,2002-12-03 18:30:00+00:00,SPP,Arkansas,Ice Storm,0.0,43000,2002-12-09 22:30:00
18,2002-12-11 13:09:00+00:00,SERC,Northern Virginia to Fredericksburg,Winter Storm,63.0,130000,2002-12-13 22:00:00
19,2002-12-14 11:00:00+00:00,WSCC,Northern and Central California,Winter Storm,180.0,0,2002-12-19 16:00:00
20,2002-12-19 06:00:00+00:00,WSCC,Northern and Central California,Winter Storm,56.0,385000,2002-12-21 17:00:00
21,2002-12-25 17:00:00+00:00,MAAC,Eastern Pennsylvania,Winter Storm,250.0,106000,2002-12-26 05:00:00
22,2002-12-25 10:00:00+00:00,MAAC,"Reading, York, Hanover, Hamburg Pennsylvania",Winter Storm,0.0,95630,2002-12-27 08:30:00
23,2003-01-25 14:00:00+00:00,ECAR,"Cincinnati, Ohio",Cyber Threat From Internet ,0.0,0,"1/26/03, 2:00 a.m."
24,2003-02-27 11:32:00+00:00,SERC,"Piedmont, North Carolina",Winter Ice Storm,1000.0,0,"3/01/03, 8:00 a.m."
25,2003-04-03 19:00:00+00:00,ECAR,Lower Michigan Peninsula ,Ice Storm,300.0,425000,"4/06/03, 5:00 p.m. "
26,2003-04-04 03:11:00+00:00,NPCC,"New York, ",Severe Storm ,200.0,160000,"4/05/03, 2:00 p.m. "
27,2003-04-15 11:00:00+00:00,ERCOT,"Cities of Bryan,",Relaying Malfunction,212.0,68530,"4/15/03, 2:06 p.m. "
28,2003-04-28 15:41:00+00:00,MAIN,"County of Waukesha,  Wisconsin, ",Vandalism,0.0,0,"4/29/03, 12:00 noon "
29,2003-05-02 17:00:00+00:00,SERC,"Piedmont, North and",Severe Thunderstorms,1500.0,139000,"5/04/03, 12:00 noon"
30,2003-05-02 20:00:00+00:00,SERC,"Central Georgia,",Severe Thunderstorms,130.0,0,"5/03/03, 8:00 a.m."
31,2003-05-15 02:52:00+00:00,ERCOT,North Texas,Interruption of Firm ,476.0,192000,"5/15/03, 3:29 a.m."
32,2003-05-15 14:00:00+00:00,MAIN,Upper Michigan Peninsula,Flood,240.0,2,"6/16/03, 2:00 p.m."
33,2003-06-15 15:12:00+00:00,WECC,Idaho,Public Appeal ,0.0,0,"6/16/03, 5:00 p.m."
34,2003-06-30 13:00:00+00:00,SPP,Coastal areas of,Tropical Storm Bill,0.0,179299,"6/30/03, 12:00 a.m. "
35,2003-07-01 15:15:00+00:00,WECC,"Phoenix, Arizona",Breaker Failure,1000.0,47000,"7/01/03, 3:50 p.m.  "
36,2003-07-02 13:54:00+00:00,WECC,Northern California,Unit Tripped,200.0,1,"7/02/03, 3:59 p.m. "
37,2003-07-04 06:00:00+00:00,MAIN,Southeast Wisconsin,Severe Thunderstorms,150.0,52000,"7/04/03, 10:00 a.m. "
38,2003-07-04 09:00:00+00:00,ECAR,Lower Michigan Peninsula,Severe Thunderstorms,75.0,131000,"7/06/03, 4:00 p.m. "
39,2003-07-04 23:41:00+00:00,ECAR,"Southwest Ohio, portions of Indiana",Severe Storms,200.0,55142,"7/06/03, 9:00 p.m."
40,2003-07-05 03:00:00+00:00,MAIN,Northern Illinois,Severe Storms,80.0,130000,"7/05/03, 7:00 a.m. "
41,2003-07-07 09:00:00+00:00,MAIN,Northern Illinois,Severe Thunderstorms,0.0,72000,"7/07/03, 3:00 p.m. "
42,2003-07-08 04:00:00+00:00,ECAR,Ohio,Severe Thunderstorms,11000.0,134500,"7/11/03, 4:00 p.m."
43,2003-07-09 17:14:00+00:00,SERC,Northern Central and Eastern Virginia,Severe Thunderstorms,120.0,80000,"7/09/03, 7:09 p.m. "
44,2003-07-15 08:24:00+00:00,ERCOT,Texas,Hurricane Claudette,230.0,108000,"7/21/03, 10:30 a.m."
45,2003-07-21 17:15:00+00:00,MAAC,Pennsylvania,Severe Storms,500.0,185000,"7/24/03, 5:33 a.m."
46,2003-07-28 18:55:00+00:00,WECC,Arizona,Breaker Closed,440.0,90000,"7/28/03, 8:35 p.m."
47,2003-08-14 15:00:00+00:00,ECAR,Geographic areas for MISO Reliability Coordination footprint:  Michigan and Ohio,Unknown *,18500.0,0,Approximately 
48,2003-08-14 16:09:00+00:00,ECAR,Southeastern Michigan including all of Detroit,Unknown *,11000.0,2100000,"8/16/03, 7:00 a.m."
49,2003-08-14 16:09:00+00:00,ECAR,"Southern Lower  Michigan and small areas near Flint, Alma, Saginaw, and Lansing Michigan",Unknown *,1007.0,101000,"8/16/03, 1:03 p.m."
50,2003-08-14 16:10:00+00:00,ECAR,"Northeast, Ohio",Unknown *,7000.0,1203000,"8/16/03, 8:27 p.m."
51,2003-08-14 16:10:00+00:00,NPCC,Southwestern Connecticut and a small portion of Western Massachusetts and Vermont,Unknown *,2500.0,0,"8/16/03, 3:45 a.m."
52,2003-08-14 16:10:00+00:00,NPCC,New York State,Unknown *,22934.0,0,"8/18/03, 12:03 a.m."
53,2003-08-14 16:10:00+00:00,NPCC,"New York- Buffalo to Albany; Ontario, Canada to Pennsylvania",Unknown *,0.0,840137,"8/14/03, 11:48 p.m."
54,2003-08-14 16:10:00+00:00,MAAC,"Northern New Jersey Erie, Pennsylvania  area",Unknown *,4500.0,0,Approximately
55,2003-08-14 16:11:00+00:00,NPCC,Entire Con Edison System (five boroughs of NYC and Westchester County),Unknown *,11202.0,3125350,"8/15/03, 9:03 p.m."
56,2003-08-26 16:00:00+00:00,MAAC,"Maryland: Anne Arundel County, Baltimore County, Calvert County, Carroll County, Howard County, Montgomery County,  Prince George's and Baltimore City.",Severe Thunderstorms,625.0,0,"8/29/03, 12:00 noon"
57,2003-08-26 16:22:00+00:00,MAAC,"Washington, D.C.,  Montgomery County,  Prince Georges County, Maryland",Severe Thunderstorms,1500.0,153000,"8/31/03, 6:00 p.m."
58,2003-09-07 05:19:00+00:00,MAIN,Upper Michigan Peninsula,Transmission  Equipment,310.0,0,"9/07/03, 6:00 p.m."
59,2003-09-18 08:20:00+00:00,SERC,"North Eastern North Carolina, Eastern Central , and Northern Virginia",Hurricane Isabel,6512.0,0,"9/29/03, 10:42 p.m."
60,2003-09-18 11:45:00+00:00,SERC,Eastern North Carolina,Hurricane Isabel,1655.0,0,"9/18/03, 12:00 midnight"
